date,Floating %,90 day bank bill rate,6 months %,1 year %,2 years %,3 years %,4 years %,5 years %
2018-11-22,5.82,2.01,4.9,4.01,4.2,4.51,5.09,5.16
2018-11-29,5.82,1.99,4.86,4.04,4.29,4.52,5.09,5.22
2018-12-06,5.82,1.97,4.86,4.04,4.29,4.52,5.09,5.22
2018-12-13,5.82,1.97,4.86,4.04,4.29,4.52,5.09,5.22
2018-12-20,5.82,1.97,4.86,4.04,4.29,4.52,5.09,5.22
2018-12-27,5.82,1.97,4.86,4.04,4.33,4.52,5.09,5.24
2019-01-03,5.82,1.97,4.86,4.04,4.33,4.52,5.09,5.24
2019-01-10,5.82,1.97,4.86,4.04,4.32,4.52,5.09,5.24
2019-01-17,5.82,1.97,4.86,4.04,4.32,4.52,5.09,5.24
2019-01-24,5.84,1.97,4.86,4.04,4.25,4.52,5.09,5.24
2019-01-31,5.84,1.97,4.86,4.04,4.25,4.52,5.09,5.24
2019-02-07,5.84,1.92,4.85,4.02,4.24,4.52,5.09,5.22
2019-02-14,5.84,1.9,4.85,4.01,4.26,4.52,5.09,5.22
2019-02-21,5.84,1.89,4.85,4.01,4.26,4.52,5.09,5.22
2019-02-28,5.84,1.89,4.85,4.0,4.26,4.52,5.08,5.22
2019-03-07,5.84,1.88,4.85,4.03,4.21,4.49,5.08,5.19
2019-03-14,5.84,1.88,4.85,4.04,4.21,4.49,5.08,5.19
2019-03-21,5.84,1.88,4.85,4.04,4.09,4.49,5.08,5.19
2019-03-28,5.84,1.89,4.84,4.04,4.02,4.49,5.08,5.1
2019-04-04,5.84,1.85,4.84,4.04,3.97,4.35,4.91,4.94
2019-04-11,5.84,1.82,4.84,4.02,3.97,4.19,4.73,4.74
2019-04-18,5.84,1.78,4.84,4.02,3.97,4.14,4.65,4.75
2019-04-25,5.84,1.77,4.84,4.02,3.97,4.14,4.65,4.75
2019-05-02,5.84,1.79,4.84,4.02,3.97,4.14,4.65,4.75
2019-05-09,5.75,1.7,4.84,3.95,3.93,4.06,4.48,4.56
2019-05-16,5.74,1.7,4.84,3.95,3.93,4.06,4.48,4.56
2019-05-23,5.74,1.71,4.84,3.95,3.95,4.05,4.48,4.56
2019-05-30,5.74,1.66,4.84,3.91,3.95,4.06,4.48,4.56
2019-06-06,5.74,1.66,4.84,3.89,3.93,4.0,4.4,4.49
2019-06-13,5.74,1.57,4.79,3.89,3.91,4.0,4.4,4.49
2019-06-20,5.74,1.58,4.78,3.89,3.89,4.0,4.4,4.49
2019-06-27,5.74,1.6,4.73,3.86,3.87,4.04,4.4,4.49
2019-07-04,5.73,1.62,4.73,3.86,3.87,4.03,4.4,4.49
2019-07-11,5.78,1.6,4.73,3.86,3.86,4.03,4.4,4.49
2019-07-18,5.74,1.6,4.7,3.86,3.85,4.02,4.4,4.49
2019-07-25,5.74,1.49,4.7,3.86,3.83,4.02,4.4,4.49
2019-08-01,5.74,1.46,4.69,3.83,3.8,4.0,4.39,4.48
2019-08-08,5.47,1.21,4.69,3.83,3.78,4.0,4.39,4.48
2019-08-15,5.3,1.21,4.61,3.77,3.77,3.98,4.39,4.48
2019-08-22,5.3,1.2,4.59,3.73,3.75,3.96,4.37,4.45
2019-08-29,5.3,1.19,4.48,3.69,3.71,3.96,4.36,4.44
2019-09-05,5.24,1.17,4.45,3.63,3.6,3.9,4.23,4.29
2019-09-12,5.24,1.14,4.45,3.63,3.6,3.9,4.23,4.29
2019-09-19,5.24,1.14,4.45,3.63,3.6,3.9,4.23,4.29
2019-09-26,5.24,1.14,4.45,3.63,3.57,3.9,4.23,4.29
2019-10-03,5.24,1.14,4.43,3.61,3.5,3.9,4.23,4.29
2019-10-10,5.23,1.03,4.43,3.61,3.49,3.9,4.23,4.29
2019-10-17,5.23,1.05,4.34,3.56,3.49,3.89,4.17,4.23
2019-10-24,5.23,1.0,4.34,3.56,3.46,3.89,4.17,4.23
2019-10-31,5.24,1.0,4.29,3.56,3.46,3.89,4.17,4.23
2019-11-07,5.24,1.0,4.29,3.54,3.46,3.87,4.17,4.23
2019-11-14,5.24,1.0,4.29,3.54,3.46,3.87,4.17,4.23
2019-11-21,5.24,1.0,4.19,3.48,3.47,3.86,4.17,4.23
2019-11-28,5.24,1.0,4.14,3.46,3.47,3.86,4.17,4.23
2019-12-05,5.24,0.95,4.14,3.49,3.47,3.86,4.17,4.23
2019-12-12,5.24,0.9,4.14,3.49,3.52,3.9,4.22,4.29
2019-12-19,5.24,1.01,4.14,3.49,3.53,3.89,4.23,4.32
2019-12-26,5.24,0.79,4.14,3.49,3.53,3.89,4.23,4.32
2020-01-02,5.239,0.94,4.14,3.436,,3.89,4.23,4.32
2020-01-09,5.239,0.75,4.14,3.436,3.542,3.89,4.23,4.32
2020-01-16,5.239,0.96,4.14,3.436,3.542,3.89,4.23,4.32
2020-01-23,5.239,1.01,4.14,3.436,3.542,3.89,4.23,4.32
2020-01-30,5.239,0.96,4.14,3.436,3.542,3.89,4.23,4.32
2020-02-06,5.239,1.08,4.14,3.442,3.553,3.89,4.23,4.32
2020-02-13,5.239,0.95,4.14,3.442,3.553,3.89,4.23,4.32
2020-02-20,5.239,1.01,4.14,3.442,3.516,3.89,4.19,4.28
2020-02-27,5.239,0.89,4.14,3.442,3.516,3.89,4.16,4.26
2020-03-05,5.11,0.89,4.14,3.387,3.461,3.84,4.16,4.26
2020-03-12,5.11,0.9,4.14,3.387,3.461,3.77,4.03,4.13
2020-03-19,4.51,0.67,4.14,3.393,3.429,3.73,3.99,4.09
2020-03-26,4.44,0.49,4.14,3.213,3.343,3.73,3.99,4.09
2020-04-02,4.435,0.49,4.01,3.1,3.302,3.67,3.91,4.01
2020-04-09,4.435,0.45,4.01,3.1,3.302,3.67,3.91,4.01
2020-04-16,4.435,0.39,4.01,3.1,3.302,3.67,3.91,4.01
2020-04-23,4.435,0.35,4.01,3.1,3.302,3.67,3.91,4.01
2020-04-30,4.435,0.27,4.01,3.096,3.298,3.67,3.91,4.01
2020-05-07,4.435,0.25,4.01,3.05,3.268,3.67,3.91,4.01
2020-05-14,4.435,0.23,3.99,3.008,3.212,3.64,3.86,3.96
2020-05-21,4.435,0.28,3.88,2.877,3.006,3.44,3.7,3.79
2020-05-28,4.435,0.28,3.79,2.793,2.882,3.3,3.53,3.62
2020-06-04,4.435,0.26,3.79,2.793,2.882,3.3,3.53,3.62
2020-06-11,4.435,0.26,3.73,2.773,2.78,3.15,3.39,3.45
2020-06-18,4.335,0.28,3.73,2.729,2.76,3.11,3.31,3.38
2020-06-25,4.335,0.3,3.65,2.729,2.76,3.11,3.31,3.38
2020-07-02,4.335,0.31,3.65,2.715,2.76,3.11,3.31,3.38
2020-07-09,4.335,0.31,3.63,2.685,2.75,3.02,3.28,3.35
2020-07-16,4.335,0.3,3.63,2.651,2.75,3.02,3.28,3.35
2020-07-23,4.335,0.3,3.54,2.592,2.725,2.9,3.15,3.22
2020-07-30,4.335,0.3,3.52,2.578,2.719,2.9,3.15,3.22
2020-08-06,4.335,0.25,3.52,2.578,2.719,2.88,3.15,3.22
2020-08-13,4.335,0.25,3.52,2.574,2.719,2.83,3.13,3.21
2020-08-20,4.335,0.25,3.52,2.574,2.719,2.83,3.13,3.21
2020-08-27,4.335,0.25,3.47,2.568,2.715,2.83,3.13,3.21
2020-09-03,4.335,0.28,3.47,2.568,2.715,2.83,3.13,3.21
2020-09-10,4.335,0.28,3.47,2.568,2.715,2.83,3.13,3.21
2020-09-17,4.335,0.28,3.47,2.568,2.715,2.83,3.13,3.21
2020-09-24,4.335,0.25,3.47,2.568,2.715,2.83,3.13,3.21
2020-10-01,4.335,0.25,3.47,2.568,2.715,2.83,3.13,3.21
2020-10-08,4.335,0.25,3.47,2.568,2.715,2.83,3.12,3.19
2020-10-15,4.235,0.25,3.47,2.478,2.633,2.71,3.11,3.16
2020-10-22,4.235,0.18,3.47,2.478,2.633,2.71,3.11,3.16
2020-10-29,4.235,0.2,3.28,2.466,2.633,2.71,3.08,3.13
2020-11-05,4.235,0.28,3.28,2.46,2.649,2.74,3.08,3.13
2020-11-12,4.19,0.25,3.28,2.434,2.594,2.72,3.08,3.13
2020-11-19,4.19,0.23,3.28,2.428,2.584,2.71,3.08,3.13
2020-11-26,4.19,0.23,3.28,2.428,2.584,2.71,3.08,3.13
2020-12-03,4.19,0.23,3.28,2.428,2.578,2.7,3.07,3.13
2020-12-10,4.19,0.23,3.28,2.428,2.578,2.7,3.07,3.13
2020-12-17,4.19,0.23,3.28,2.428,2.578,2.7,3.07,3.13
2020-12-24,4.19,0.23,3.28,2.428,2.578,2.7,3.07,3.13
2020-12-31,4.19,0.23,3.28,2.428,2.578,2.7,3.07,3.13
2021-01-07,4.19,0.23,3.28,2.428,2.578,2.7,3.07,3.13
2021-01-14,4.19,0.23,3.28,2.408,2.578,2.7,3.07,3.13
2021-01-21,4.19,0.23,3.28,2.328,2.568,2.69,3.07,3.13
2021-01-28,4.19,0.23,3.28,2.308,2.568,2.69,3.07,3.13
2021-02-04,4.19,0.23,3.25,2.262,2.558,2.69,3.07,3.13
2021-02-11,4.19,0.23,3.25,2.262,2.558,2.69,3.07,3.13
2021-02-18,4.19,0.28,3.25,2.262,2.528,2.69,3.07,3.13
2021-02-25,4.19,0.28,3.25,2.262,2.528,2.69,3.07,3.13
2021-03-04,4.19,0.3,3.25,2.262,2.528,2.69,3.07,3.13
2021-03-11,4.19,0.32,3.25,2.262,2.528,2.69,3.07,3.13
2021-03-18,4.19,0.33,3.25,2.262,2.528,2.69,3.07,3.13
2021-03-25,4.19,0.35,3.25,2.262,2.528,2.69,3.07,3.13
2021-04-01,4.19,0.35,3.25,2.262,2.528,2.69,3.07,3.13
2021-04-08,4.19,0.34,3.25,2.262,2.528,2.69,3.07,3.13
2021-04-15,4.19,0.34,3.25,2.262,2.528,2.69,3.07,3.13
2021-04-22,4.19,0.34,3.25,2.262,2.548,2.7,3.08,3.16
2021-04-29,4.19,0.34,3.2,2.254,2.538,2.73,3.12,3.25
2021-05-06,4.19,0.36,3.2,2.242,2.514,2.77,3.14,3.31
2021-05-13,4.19,0.36,3.2,2.222,2.524,2.78,3.18,3.41
2021-05-20,4.135,0.34,3.2,2.208,2.524,2.78,3.18,3.41
2021-05-27,4.135,0.33,3.2,2.208,2.524,2.78,3.19,3.43
2021-06-03,4.135,0.32,3.2,2.19,2.524,2.8,3.22,3.47
2021-06-10,4.135,0.32,3.03,2.186,2.524,2.85,3.3,3.55
2021-06-17,4.135,0.32,3.03,2.168,2.53,2.88,3.35,3.62
2021-06-24,4.135,0.33,2.96,2.162,2.53,2.88,3.35,3.62
2021-07-01,4.135,0.34,2.96,2.162,2.53,2.88,3.35,3.62
2021-07-08,4.135,0.34,2.96,2.162,2.53,2.88,3.35,3.62
2021-07-15,4.17,0.43,3.09,2.366,2.725,3.07,3.5,3.8
2021-07-22,4.17,0.47,3.13,2.426,2.779,3.13,3.56,3.87
2021-07-29,4.17,0.48,3.13,2.426,2.779,3.13,3.56,3.87
2021-08-05,4.17,0.65,3.13,2.446,2.809,3.15,3.59,3.9
2021-08-12,4.17,0.67,3.1,2.412,2.824,3.12,3.58,3.89
2021-08-19,4.17,0.37,3.1,2.451,2.834,3.12,3.58,3.89
2021-08-26,4.17,0.46,3.1,2.437,2.824,3.12,3.58,3.89
2021-09-02,4.17,0.48,3.1,2.437,2.824,3.12,3.58,3.89
2021-09-09,4.17,0.5,3.1,2.437,2.83,3.17,3.67,3.98
2021-09-16,4.17,0.53,3.1,2.499,2.866,3.23,3.77,4.07
2021-09-23,4.17,0.67,3.16,2.594,2.966,3.29,3.82,4.09
2021-09-30,4.17,0.63,3.19,2.683,3.052,3.33,3.88,4.14
2021-10-07,4.27,0.61,3.21,2.752,3.129,3.4,3.96,4.19
2021-10-14,4.335,0.66,3.25,2.781,3.164,3.43,3.99,4.21
2021-10-21,4.36,0.69,3.4,2.959,3.417,3.67,4.19,4.38
2021-10-28,4.36,0.74,3.54,3.058,3.541,3.8,4.32,4.52
2021-11-04,4.404,0.8,3.71,3.285,3.887,4.15,4.64,4.82
2021-11-11,4.404,0.85,3.77,3.312,3.923,4.2,4.68,4.85
2021-11-18,4.43,0.87,3.8,3.339,3.99,4.25,4.7,4.87
2021-11-25,4.54,0.8,3.86,3.432,4.078,4.37,4.8,4.96
2021-12-02,4.56,0.87,3.9,3.472,4.118,4.42,4.83,5.01
2021-12-09,4.635,0.89,3.95,3.542,4.179,4.53,4.91,5.08
2021-12-16,4.635,0.93,3.95,3.577,4.213,4.59,4.91,5.08
2021-12-23,4.635,0.96,3.95,3.577,4.213,4.59,4.91,5.08
2021-12-30,4.635,0.97,3.95,3.577,4.213,4.59,4.91,5.08
2022-01-06,4.635,0.97,3.95,3.577,4.213,4.59,4.91,5.08
2022-01-13,4.635,0.97,3.95,3.577,4.213,4.59,4.91,5.08
2022-01-20,4.635,1.08,3.95,3.577,4.213,4.59,4.91,5.08
2022-01-27,4.635,1.08,3.95,3.577,4.213,4.59,4.91,5.08
2022-02-03,4.635,1.16,3.92,3.551,4.193,4.57,4.91,5.08
2022-02-10,4.635,1.21,3.92,3.551,4.162,4.57,4.91,5.08
2022-02-17,4.635,1.23,3.95,3.611,4.183,4.57,4.93,5.1
2022-02-24,4.66,1.24,3.95,3.625,4.203,4.59,4.94,5.1
2022-03-03,4.765,1.34,3.96,3.661,4.243,4.631,4.98,5.14
2022-03-10,4.805,1.48,3.97,3.696,4.273,4.66,5.0,5.16
2022-03-17,4.805,1.56,4.05,3.798,4.388,4.71,5.08,5.24
2022-03-24,4.805,1.57,4.06,3.818,4.408,4.726,5.1,5.24
2022-03-31,4.78,1.6,4.18,3.929,4.589,4.844,5.26,5.39
2022-04-07,4.78,1.68,4.24,3.963,4.652,4.914,5.4,5.598
2022-04-14,4.87,1.79,4.29,3.998,4.756,5.028,5.57,5.822
2022-04-21,5.05,1.96,4.31,4.124,4.862,5.094,5.67,5.894
2022-04-28,5.23,1.99,4.4,4.234,4.956,5.214,5.73,5.961
2022-05-05,5.2,2.1,4.49,4.361,5.127,5.345,5.83,6.012
2022-05-12,5.2,2.11,4.49,4.361,5.127,5.345,5.83,6.012
2022-05-19,5.2,2.23,4.52,4.369,5.127,5.345,5.83,6.012
2022-05-26,5.2,2.42,4.52,4.369,5.101,5.345,5.83,6.012
2022-06-02,5.484,2.49,4.57,4.468,5.149,5.396,5.87,6.012
2022-06-09,5.484,2.52,4.62,4.518,5.159,5.406,5.87,6.012
2022-06-16,5.559,2.8,4.769,4.65,5.177,5.451,5.907,6.029
2022-06-23,5.559,2.78,5.042,4.958,5.429,5.673,6.212,6.346
2022-06-30,5.63,2.85,5.126,5.043,5.479,5.753,6.306,6.428
2022-07-07,5.63,2.91,5.186,5.177,5.569,5.856,6.321,6.443
2022-07-14,5.815,3.1,5.186,5.157,5.469,5.806,6.254,6.377
2022-07-21,5.9,3.14,5.186,5.157,5.469,5.806,6.254,6.377
2022-07-28,6.045,3.14,5.19,5.171,5.443,5.806,6.272,6.399
2022-08-04,6.12,3.23,5.1,4.997,5.369,5.64,6.054,6.159
2022-08-11,6.12,3.27,5.1,4.961,5.359,5.64,6.021,6.108
2022-08-18,6.12,3.37,5.067,4.924,5.345,5.575,5.97,6.041
2022-08-25,6.396,3.44,5.056,4.914,5.345,5.575,5.97,6.041
2022-09-01,6.541,3.48,5.056,4.914,5.345,5.575,5.97,6.041
2022-09-08,6.58,3.54,5.062,4.934,5.345,5.571,5.943,6.003
2022-09-15,6.58,3.64,5.062,5.006,5.355,5.572,5.889,5.938
2022-09-22,6.58,3.76,5.201,5.11,5.47,5.659,5.95,6.01
2022-09-29,6.58,3.85,5.201,5.11,5.47,5.659,5.95,6.01
2022-10-06,6.58,3.88,5.281,5.206,5.546,5.72,5.983,6.032
2022-10-13,6.73,3.98,5.33,5.246,5.576,5.756,5.994,6.043
2022-10-20,7.03,4.13,5.397,5.286,5.616,5.78,6.017,6.054
2022-10-27,7.08,4.06,5.679,5.617,5.878,5.998,6.341,6.363
2022-11-03,7.08,4.17,5.828,5.795,6.058,6.146,6.49,6.523
2022-11-10,7.08,4.13,5.888,5.855,6.078,6.166,6.512,6.546
2022-11-17,7.08,4.2,5.91,5.875,6.094,6.186,6.534,6.568
2022-11-24,7.08,4.4,5.91,5.875,6.094,6.186,6.534,6.568
2022-12-01,7.384,4.43,6.16,6.111,6.354,6.442,6.696,6.74
2022-12-08,7.638,4.49,6.327,6.261,6.493,6.556,6.824,6.873
2022-12-15,7.638,4.55,6.443,6.361,6.577,6.642,6.909,6.962
2022-12-22,7.638,4.61,6.443,6.361,6.577,6.642,6.909,6.962
2022-12-29,7.638,4.65,6.443,6.361,6.577,6.642,6.909,6.962
2023-01-05,7.638,4.76,6.443,6.361,6.577,6.642,6.909,6.962
2023-01-12,7.638,4.79,6.443,6.361,6.577,6.642,6.909,6.962
2023-01-19,7.638,4.83,6.481,6.361,6.582,6.627,6.864,6.907
2023-01-26,7.638,4.86,6.481,6.391,6.582,6.627,6.864,6.907
2023-02-02,7.638,4.89,6.498,6.416,6.531,6.602,6.814,6.812
2023-02-09,7.638,5.0,6.542,6.495,6.507,6.582,6.781,6.768
2023-02-16,7.664,4.95,6.57,6.515,6.453,6.556,6.692,6.657
2023-02-23,7.664,5.1,6.57,6.515,6.453,6.556,6.692,6.657
2023-03-02,7.714,5.16,6.57,6.515,6.453,6.556,6.692,6.657
2023-03-09,7.824,5.22,6.542,6.49,6.477,6.556,6.692,6.657
2023-03-16,7.824,5.14,6.542,6.49,6.473,6.556,6.692,6.657
2023-03-23,7.824,5.15,6.532,6.481,6.443,6.536,6.681,6.657
2023-03-30,7.848,5.23,6.532,6.481,6.443,6.536,6.681,6.657
2023-04-06,7.848,5.49,6.532,6.481,6.443,6.536,6.681,6.657
2023-04-13,7.978,5.54,6.587,6.521,6.462,6.476,6.614,6.601
2023-04-20,8.152,5.56,6.72,6.622,6.497,6.406,6.557,6.534
2023-04-27,8.242,5.56,6.764,6.652,6.501,6.346,6.512,6.501
2023-05-04,8.242,5.62,6.764,6.652,6.491,6.286,6.512,6.501
2023-05-11,8.242,5.6,6.777,6.683,6.521,6.231,6.446,6.446
2023-05-18,8.242,5.79,6.777,6.674,6.521,6.231,6.446,6.446
2023-05-25,8.317,5.69,6.789,6.694,6.507,6.241,6.446,6.446
2023-06-01,8.393,5.68,6.811,6.75,6.517,6.26,6.446,6.446
2023-06-08,8.443,5.68,6.876,6.809,6.523,6.26,6.446,6.446
2023-06-15,8.443,5.68,6.93,6.827,6.498,6.286,6.44,6.403
2023-06-22,8.443,5.69,7.001,6.898,6.487,6.286,6.423,6.365
2023-06-29,8.443,5.71,7.012,6.898,6.498,6.286,6.423,6.365
2023-07-06,8.443,5.7,7.077,6.942,6.587,6.33,6.398,6.378
2023-07-13,8.443,5.65,7.121,6.976,6.67,6.363,6.41,6.378
2023-07-20,8.478,5.67,7.132,6.998,6.71,6.408,6.453,6.403
2023-07-27,8.478,5.67,7.154,7.052,6.742,6.43,6.453,6.403
2023-08-03,8.498,5.64,7.17,7.052,6.742,6.43,6.478,6.428
2023-08-10,8.498,5.64,7.192,7.052,6.742,6.43,6.478,6.428
2023-08-17,8.498,5.64,7.192,7.086,6.731,6.43,6.49,6.453
2023-08-24,8.498,5.63,7.203,7.099,6.787,6.463,6.565,6.535
2023-08-31,8.523,5.65,7.237,7.117,6.83,6.508,6.603,6.56
2023-09-07,8.523,5.66,7.237,7.139,6.854,6.626,6.635,6.585
2023-09-14,8.523,5.66,7.237,7.15,6.881,6.681,6.66,6.61
2023-09-21,8.523,5.7,7.237,7.15,6.881,6.681,6.66,6.61
2023-09-28,8.523,5.74,7.259,7.179,6.919,6.681,6.673,6.628
2023-10-05,8.523,5.69,7.266,7.201,6.959,6.699,6.705,6.653
2023-10-12,8.523,5.7,7.266,7.201,6.959,6.699,6.718,6.678
2023-10-19,8.547,5.67,7.261,7.241,6.994,6.761,6.775,6.735
2023-10-26,8.547,5.64,7.261,7.241,6.994,6.761,6.775,6.735
2023-11-02,8.547,5.63,7.346,7.319,7.046,6.83,6.851,6.831
2023-11-09,8.547,5.62,7.346,7.319,7.046,6.83,6.851,6.831
2023-11-16,,,7.346,7.319,7.046,6.83,6.851,6.831
2023-11-23,,,7.346,7.33,7.052,6.83,6.851,6.831
2023-11-30,,,7.357,7.334,7.041,6.819,6.844,6.811
2023-12-07,,,7.35,7.328,7.041,6.819,6.844,6.819
2023-12-14,,,7.35,7.328,7.041,6.819,6.844,6.819
2023-12-21,,,7.371,7.344,6.983,6.786,6.844,6.819
2023-12-28,,,7.371,7.344,6.983,6.786,6.844,6.819
2024-01-04,,,7.371,7.344,6.983,6.786,6.844,6.819
2024-01-11,,,7.381,7.35,6.926,6.748,6.819,6.781
2024-01-18,,,7.381,7.35,6.926,6.748,6.819,6.781
2024-01-25,,,7.381,7.35,6.926,6.737,6.794,6.756
2024-02-01,,,7.37,7.339,6.888,6.737,6.781,6.731
2024-02-08,,,7.37,7.306,6.843,6.686,6.781,6.731
2024-02-15,,,7.37,7.294,6.832,6.674,6.769,6.719
2024-02-22,,,7.37,7.288,6.828,6.659,6.744,6.694
2024-02-29,,,7.37,7.288,6.828,6.659,6.744,6.694
2024-03-07,,,7.337,7.197,6.783,6.621,6.701,6.664
2024-03-14,,,7.332,7.186,6.772,6.61,6.684,6.659
2024-03-21,,,7.321,7.186,6.766,6.599,6.659,6.634
